date,ticker,num_articles,avg_sentiment_score,avg_positive_score,avg_negative_score,avg_neutral_score,sentiment_std,min_sentiment,max_sentiment
2026-06-26,ACB,2,0.7891873121261597,0.8819578289985657,0.09277050569653511,0.02527173049747944,0.046320819506321914,0.7564335465431213,0.821941077709198
2026-06-26,FPT,1,0.8078590631484985,0.8943327069282532,0.08647366613149643,0.019193630665540695,0.0,0.8078590631484985,0.8078590631484985
2026-06-26,HDB,2,0.7159716188907623,0.8392034471035004,0.12323181517422199,0.0375647246837616,0.16616854426068742,0.5984727144241333,0.8334705233573914
2026-06-26,HPG,1,0.842968225479126,0.9120871424674988,0.06911889463663101,0.018793897703289986,0.0,0.842968225479126,0.842968225479126
2026-06-26,LPB,1,0.7690406441688538,0.872979998588562,0.10393936932086945,0.02308068610727787,0.0,0.7690406441688538,0.7690406441688538
2026-06-26,MBB,1,0.8120508790016174,0.8975343108177185,0.08548342436552048,0.01698223128914833,0.0,0.8120508790016174,0.8120508790016174
2026-06-26,MSN,1,0.803437352180481,0.8928267359733582,0.0893893614411354,0.017783889546990395,0.0,0.803437352180481,0.803437352180481
2026-06-26,NLG,2,0.799591064453125,0.8637815415859222,0.06419050507247448,0.07202796265482903,0.03595834245034244,0.7741646766662598,0.8250174522399902
2026-06-26,PNJ,2,0.8097710013389587,0.8804278075695038,0.07065681181848049,0.04891534894704819,0.02546436722700898,0.7917649745941162,0.8277770280838013
2026-06-26,SSI,1,0.8264987468719482,0.9048357009887695,0.07833697646856308,0.016827333718538284,0.0,0.8264987468719482,0.8264987468719482
2026-06-26,STB,1,0.8638902902603149,0.9229754209518433,0.05908513814210892,0.01793946698307991,0.0,0.8638902902603149,0.8638902902603149
2026-06-26,VCB,1,0.8760506510734558,0.9264957308769226,0.050445083528757095,0.023059232160449028,0.0,0.8760506510734558,0.8760506510734558
2026-06-26,VHM,3,0.6756613254547119,0.8222776452700297,0.14661633968353271,0.03110598896940549,0.02665519496096099,0.6460769772529602,0.6978070139884949
2026-06-26,VIC,2,0.720395028591156,0.844909280538559,0.12451424077153206,0.030576501041650772,0.05073629194371721,0.6845190525054932,0.7562710046768188
2026-06-26,VNM,1,0.47450265288352966,0.7189063429832458,0.2444036900997162,0.036690015345811844,0.0,0.47450265288352966,0.47450265288352966
