date,ticker,article_id,sentiment_score,sentiment_label,positive_score,negative_score,neutral_score,news_preview,model_version,processed_at
2026-06-19,ACB,ACB_ART_000,-0.9321647882461548,Negative,0.022912945598363876,0.9550777077674866,0.022009342908859253,"Asia Commercial Bank (ACB) reports Q2 2026 net profit of 4 trillion VND, up 22% ...",finbert_v1.0,2026-06-27 12:15:33
2026-06-19,ACB,ACB_ART_001,-0.48388031125068665,Negative,0.25486090779304504,0.7387412190437317,0.00639789504930377,ACB invests 670 billion VND in new technology platform to digitize customer serv...,finbert_v1.0,2026-06-27 12:15:33
2026-06-19,ACB,ACB_ART_002,-0.9118487238883972,Negative,0.03585979714989662,0.9477085471153259,0.016431672498583794,Asia Commercial Bank signs strategic partnership with leading Banking firm to en...,finbert_v1.0,2026-06-27 12:15:33
2026-06-19,ACB,ACB_ART_003,-0.07214656472206116,Negative,0.393192321062088,0.46533888578414917,0.14146879315376282,ACB announces interim dividend of 2401 VND per share with record payout ratio...,finbert_v1.0,2026-06-27 12:15:33
2026-06-19,BID,BID_ART_000,-0.7943752408027649,Negative,0.09916577488183975,0.8935410380363464,0.007293202914297581,BID enters collaboration with international partner to expand Banking services i...,finbert_v1.0,2026-06-27 12:15:33
2026-06-19,BID,BID_ART_001,-0.9179474115371704,Negative,0.02971089631319046,0.9476583003997803,0.02263074927031994,"Investment & Development Bank surges to 4547 new accounts in Q2, exceeding custo...",finbert_v1.0,2026-06-27 12:15:33
2026-06-19,BID,BID_ART_002,0.008461389690637589,Neutral,0.023543423041701317,0.015082033351063728,0.9613746404647827,"BID warns of rising credit costs and narrowing net interest margin in H1 2026, c...",finbert_v1.0,2026-06-27 12:15:33
2026-06-19,BID,BID_ART_003,-0.008072823286056519,Negative,0.48403090238571167,0.4921037256717682,0.023865340277552605,BID announces interim dividend of 1578 VND per share with record payout ratio...,finbert_v1.0,2026-06-27 12:15:33
2026-06-19,HDB,HDB_ART_000,-0.9209775328636169,Negative,0.03054744005203247,0.9515249729156494,0.017927587032318115,"Housing Development Bank opens new branch network in 6 provinces across Vietnam,...",finbert_v1.0,2026-06-27 12:15:33
2026-06-19,HDB,HDB_ART_001,-0.9183664917945862,Negative,0.028963487595319748,0.9473299980163574,0.023706478998064995,"Housing Development Bank surges to 3383 new accounts in Q2, exceeding customer a...",finbert_v1.0,2026-06-27 12:15:33
