date,ticker,num_articles,avg_sentiment_score,avg_positive_score,avg_negative_score,avg_neutral_score,sentiment_std,min_sentiment,max_sentiment
2026-06-15,VNM,3,-0.4207507263248165,0.10468887568761905,0.5254395958036184,0.3698714921871821,0.4378919882653877,-0.8845322728157043,-0.014419701881706715
2026-06-16,VNM,3,-0.8637016415596008,0.04183106621106466,0.905532697836558,0.052636226949592434,0.08972706585633057,-0.916267454624176,-0.7600975036621094
2026-06-17,VNM,3,-0.7093152304490408,0.14005938296516737,0.8493746121724447,0.010565988719463348,0.30032937807922666,-0.9120933413505554,-0.36429014801979065
2026-06-18,VNM,5,-0.23430833425372838,0.18307105377316474,0.4173793956637383,0.3995495766401291,0.6599569422725711,-0.933397650718689,0.6127938628196716
2026-06-19,VNM,3,-0.0911280835668246,0.29066892837484676,0.381797017219166,0.3275340786203742,0.7727097402222439,-0.9156787395477295,0.6163886785507202
2026-06-22,VNM,4,-0.41086899070069194,0.030509910080581903,0.4413788979873061,0.5281111728399992,0.46911628243200704,-0.8703479170799255,0.0013891598209738731
2026-06-23,VNM,4,-0.47315238579176366,0.019767932360991836,0.4929203097708523,0.48731174878776073,0.5281327294761388,-0.9333670139312744,-0.0033849580213427544
2026-06-24,VNM,4,-0.4615818273741752,0.02224874938838184,0.48383057909086347,0.4939206400886178,0.530144837797776,-0.9290768504142761,0.009262584149837494
2026-06-25,VNM,3,-0.6171404321988424,0.022177304762105148,0.6393177350983024,0.33850490550200146,0.5351934826693815,-0.9333670139312744,0.0007908940315246582
2026-06-26,VNM,3,-0.5663033615176877,0.031572612933814526,0.597875968242685,0.3705513868480921,0.48495352655694407,-0.9243928790092468,-0.014419701881706715
2026-06-29,VNM,3,-0.3021853327130278,0.02464074920862913,0.32682608906179667,0.6485331878066063,0.5431014808500285,-0.9290768504142761,0.025905810296535492
2026-06-30,VNM,4,-0.46024839277379215,0.022034506546333432,0.48228289326652884,0.49568257899954915,0.5348777883060225,-0.9275107979774475,0.009262584149837494
