date,ticker,num_articles,avg_sentiment_score,avg_positive_score,avg_negative_score,avg_neutral_score,sentiment_std,min_sentiment,max_sentiment
2026-06-15,VCB,4,-0.28579927678219974,0.1060243179090321,0.39182360121048987,0.5021520832087845,0.437601836256242,-0.9125902056694031,0.01836773380637169
2026-06-16,VCB,5,-0.30806961581110953,0.24132696092128753,0.549396576359868,0.20927643524482847,0.5991918196475376,-0.9331356883049011,0.4870556890964508
2026-06-17,VCB,4,-0.6888154661282897,0.026907593477517366,0.7157230623997748,0.257369342725724,0.46591946686298985,-0.9282194972038269,0.010029111057519913
2026-06-18,VCB,3,-0.2811271504809459,0.03428892636050781,0.31541607187439996,0.6502950422776242,0.47560879457178734,-0.8302347660064697,0.0014482159167528152
2026-06-19,VCB,4,-0.6688255523331463,0.03854900039732456,0.7073745583184063,0.2540764381410554,0.4455536763518633,-0.9280266165733337,-0.0036250371485948563
2026-06-22,VCB,3,-0.6203154884278774,0.02133899616698424,0.6416544858366251,0.33700651675462723,0.5245856224533407,-0.9272992610931396,-0.014594901353120804
2026-06-23,VCB,5,-0.4578798711299896,0.26126183979213236,0.7191417157649994,0.01959647173061967,0.6801922564603243,-0.9283813834190369,0.6530053615570068
2026-06-24,VCB,3,-0.1151224784553051,0.27338873657087487,0.3885112100591262,0.33810007230689126,0.6598779887278691,-0.8315399885177612,0.46780481934547424
2026-06-25,VCB,5,-0.2582762395963073,0.1716406738385558,0.4299169175326824,0.3984424192458391,0.6433937421223564,-0.9281195402145386,0.534717321395874
2026-06-26,VCB,5,-0.42297656573355197,0.18200082294642925,0.6049773875623942,0.2130217531695962,0.6818800257558096,-0.9283901453018188,0.5795062780380249
2026-06-29,VCB,3,-0.6134922153626879,0.025566311553120613,0.6390585262949268,0.3353751761217912,0.541380076242779,-0.9281458854675293,0.011634991504251957
2026-06-30,VCB,3,-0.4104110843812426,0.11937533008555572,0.529786423780024,0.3508382470657428,0.4772993992779214,-0.9283910393714905,0.011634991504251957
