date,ticker,article_id,sentiment_score,sentiment_label,positive_score,negative_score,neutral_score,news_preview,model_version,processed_at
2026-06-24,ACB,ACB_ART_000,-0.9270521998405457,Negative,0.02457473985850811,0.9516269564628601,0.02379823476076126,ACB upgraded to 'Outperform' by investment bank citing strong fundamentals and g...,finbert_v1.0,2026-06-27 12:15:36
2026-06-24,ACB,ACB_ART_001,-0.003887527622282505,Neutral,0.013390370644629002,0.017277898266911507,0.9693318009376526,"ACB warns of rising credit costs and narrowing net interest margin in H1 2026, c...",finbert_v1.0,2026-06-27 12:15:36
2026-06-24,ACB,ACB_ART_002,-0.9215034246444702,Negative,0.030151207000017166,0.9516546130180359,0.018194163218140602,"Asia Commercial Bank opens new branch network in 8 provinces across Vietnam, str...",finbert_v1.0,2026-06-27 12:15:36
2026-06-24,BID,BID_ART_000,-0.0139956995844841,Neutral,0.008779209107160568,0.02277490869164467,0.9684458374977112,Investment & Development Bank faces margin compression as operating costs rise f...,finbert_v1.0,2026-06-27 12:15:36
2026-06-24,BID,BID_ART_001,0.008461389690637589,Neutral,0.023543423041701317,0.015082033351063728,0.9613746404647827,"BID warns of rising credit costs and narrowing net interest margin in H1 2026, c...",finbert_v1.0,2026-06-27 12:15:36
2026-06-24,BID,BID_ART_002,-0.9216823577880859,Negative,0.03011983446776867,0.9518021941184998,0.018077954649925232,Investment & Development Bank opens new branch network in 8 provinces across Vie...,finbert_v1.0,2026-06-27 12:15:36
2026-06-24,BID,BID_ART_003,0.7069631814956665,Positive,0.8467875719070435,0.13982440531253815,0.013387964107096195,Investment & Development Bank Board approves cash dividend of 3810 VND per share...,finbert_v1.0,2026-06-27 12:15:36
2026-06-24,HDB,HDB_ART_000,-0.9058155417442322,Negative,0.0374261811375618,0.9432417154312134,0.019332101568579674,"Housing Development Bank receives 'Buy' recommendation from leading brokerage, t...",finbert_v1.0,2026-06-27 12:15:36
2026-06-24,HDB,HDB_ART_001,-0.9319043159484863,Negative,0.023237906396389008,0.9551421999931335,0.02161986567080021,"Housing Development Bank (HDB) reports Q2 2026 net profit of 4 trillion VND, up ...",finbert_v1.0,2026-06-27 12:15:36
2026-06-24,HDB,HDB_ART_002,0.012976649217307568,Neutral,0.023910468444228172,0.010933819226920605,0.9651556611061096,Housing Development Bank downgraded to 'Hold' by securities firm citing rising b...,finbert_v1.0,2026-06-27 12:15:36
2026-06-24,HDB,HDB_ART_003,0.0009052511304616928,Neutral,0.01223861612379551,0.011333364993333817,0.9764280915260315,"Housing Development Bank misses Q2 profit targets, net profit 2 trillion VND, do...",finbert_v1.0,2026-06-27 12:15:36
2026-06-24,HDB,HDB_ART_004,-0.01246730051934719,Neutral,0.017761893570423126,0.030229194089770317,0.952008843421936,HDB stock declines 2.1 on profit taking after strong Q1 performance...,finbert_v1.0,2026-06-27 12:15:36
2026-06-24,MBB,MBB_ART_000,-0.9205427169799805,Negative,0.030507711693644524,0.9510504007339478,0.018441835418343544,Military Commercial Joint Stock Bank opens new branch network in 3 provinces acr...,finbert_v1.0,2026-06-27 12:15:36
2026-06-24,MBB,MBB_ART_001,-0.01601589471101761,Neutral,0.009077447466552258,0.02509334310889244,0.9658291935920715,Military Commercial Joint Stock Bank faces margin compression as operating costs...,finbert_v1.0,2026-06-27 12:15:36
2026-06-24,MBB,MBB_ART_002,-0.9128054976463318,Negative,0.03505263105034828,0.9478581547737122,0.0170892346650362,Military Commercial Joint Stock Bank receives 'Buy' recommendation from leading ...,finbert_v1.0,2026-06-27 12:15:36
2026-06-24,MBB,MBB_ART_003,0.014890342019498348,Neutral,0.02512345090508461,0.010233108885586262,0.9646434783935547,Military Commercial Joint Stock Bank downgraded to 'Hold' by securities firm cit...,finbert_v1.0,2026-06-27 12:15:37
2026-06-24,MSN,MSN_ART_000,-0.03600413352251053,Neutral,0.021915094926953316,0.057919230312108994,0.9201657176017761,MSN stock declines 1.6 on profit taking after strong Q1 performance...,finbert_v1.0,2026-06-27 12:15:37
2026-06-24,MSN,MSN_ART_001,-0.9319643974304199,Negative,0.023451736196875572,0.9554161429405212,0.021132061257958412,"Masan Group (MSN) reports Q2 2026 net profit of 4 trillion VND, up 10% year-over...",finbert_v1.0,2026-06-27 12:15:37
2026-06-24,MSN,MSN_ART_002,-0.20633092522621155,Negative,0.32631978392601013,0.5326507091522217,0.1410294771194458,MSN announces interim dividend of 1342 VND per share with record payout ratio...,finbert_v1.0,2026-06-27 12:15:37
