date,ticker,article_id,sentiment_score,sentiment_label,positive_score,negative_score,neutral_score,news_preview,model_version,processed_at
2026-06-17,ACB,ACB_ART_000,-0.9211674928665161,Negative,0.030494987964630127,0.9516624808311462,0.017842471599578857,"Asia Commercial Bank opens new branch network in 5 provinces across Vietnam, str...",finbert_v1.0,2026-06-27 12:15:31
2026-06-17,ACB,ACB_ART_001,-0.9270521998405457,Negative,0.02457473985850811,0.9516269564628601,0.02379823476076126,ACB upgraded to 'Outperform' by investment bank citing strong fundamentals and g...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,ACB,ACB_ART_002,0.009886055253446102,Neutral,0.019837263971567154,0.009951208718121052,0.9702115058898926,ACB faces downward pressure from foreign investors selling amid Banking sector w...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,BID,BID_ART_000,0.062239885330200195,Positive,0.5175074934959412,0.45526760816574097,0.0272249486297369,BID announces interim dividend of 1513 VND per share with record payout ratio...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,BID,BID_ART_001,-0.0139956995844841,Neutral,0.008779209107160568,0.02277490869164467,0.9684458374977112,Investment & Development Bank faces margin compression as operating costs rise f...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,BID,BID_ART_002,-0.9213709235191345,Negative,0.03032934106886387,0.9517002701759338,0.01797039620578289,Investment & Development Bank opens new branch network in 4 provinces across Vie...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,BID,BID_ART_003,0.012632282450795174,Neutral,0.022450774908065796,0.009818492457270622,0.967730700969696,BID faces downward pressure from foreign investors selling amid Banking sector w...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,HDB,HDB_ART_000,-0.9270179867744446,Negative,0.0246406439691782,0.9516586065292358,0.023700756952166557,HDB upgraded to 'Outperform' by investment bank citing strong fundamentals and g...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,HDB,HDB_ART_001,-0.29392287135124207,Negative,0.3200208842754364,0.6139437556266785,0.06603534519672394,HDB announces interim dividend of 2444 VND per share with record payout ratio...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,HDB,HDB_ART_002,-0.8276427388191223,Negative,0.08231171220541,0.9099544286727905,0.007733797188848257,HDB enters collaboration with international partner to expand Banking services i...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,HDB,HDB_ART_003,-0.0007189121097326279,Neutral,0.015802007168531418,0.016520919278264046,0.9676769971847534,"HDB warns of rising credit costs and narrowing net interest margin in H1 2026, c...",finbert_v1.0,2026-06-27 12:15:31
2026-06-17,MBB,MBB_ART_000,-0.9124305248260498,Negative,0.03556862846016884,0.9479991793632507,0.016432173550128937,Military Commercial Joint Stock Bank signs strategic partnership with leading Ba...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,MBB,MBB_ART_001,0.017363600432872772,Neutral,0.027759214863181114,0.010395613498985767,0.9618452191352844,Military Commercial Joint Stock Bank faces regulatory scrutiny over compliance r...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,MBB,MBB_ART_002,-0.004549678415060043,Neutral,0.013076148927211761,0.017625827342271805,0.9692980647087097,"MBB warns of rising credit costs and narrowing net interest margin in H1 2026, c...",finbert_v1.0,2026-06-27 12:15:31
2026-06-17,MSN,MSN_ART_000,0.009782609529793262,Neutral,0.01981954090297222,0.010036931373178959,0.9701435565948486,MSN faces downward pressure from foreign investors selling amid Consumer Goods s...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,MSN,MSN_ART_001,-0.9226374626159668,Negative,0.02725479006767273,0.9498922824859619,0.022852953523397446,"Masan Group surges to 4327 new accounts in Q2, exceeding customer acquisition ta...",finbert_v1.0,2026-06-27 12:15:31
2026-06-17,MSN,MSN_ART_002,-0.9267758131027222,Negative,0.023624274879693985,0.9504001140594482,0.025975605472922325,MSN upgraded to 'Outperform' by investment bank citing strong fundamentals and g...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,MSN,MSN_ART_003,-0.9289536476135254,Negative,0.024160999804735184,0.9531146287918091,0.022724328562617302,"MSN announces robust Q2 results with net interest income growing 16% YoY, driven...",finbert_v1.0,2026-06-27 12:15:31
2026-06-17,MSN,MSN_ART_004,-0.03117317333817482,Neutral,0.020729143172502518,0.05190231651067734,0.9273684620857239,MSN stock declines 1.3 on profit taking after strong Q1 performance...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,PGV,PGV_ART_000,-0.9154329299926758,Negative,0.03519950807094574,0.9506324529647827,0.014168042689561844,Petrovietnam Gas signs strategic partnership with leading Energy firm to enhance...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,PGV,PGV_ART_001,-0.016580531373620033,Neutral,0.01812439225614071,0.03470492362976074,0.9471707344055176,PGV stock declines 1.9 on profit taking after strong Q1 performance...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,PGV,PGV_ART_002,-0.1961873471736908,Negative,0.3605199158191681,0.5567072629928589,0.08277277648448944,PGV announces interim dividend of 1242 VND per share with record payout ratio...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,PLX,PLX_ART_000,-0.9130550622940063,Negative,0.036419909447431564,0.9494749903678894,0.01410508994013071,Petrovietnam Power signs strategic partnership with leading Energy firm to enhan...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,PLX,PLX_ART_001,-0.29021623730659485,Negative,0.3513467609882355,0.6415629982948303,0.007090291939675808,PLX invests 1656 billion VND in new technology platform to digitize customer ser...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,PLX,PLX_ART_002,-0.024556858465075493,Neutral,0.01750182919204235,0.042058687657117844,0.9404395818710327,PLX stock declines 3.0 on profit taking after strong Q1 performance...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,PLX,PLX_ART_003,0.008933410979807377,Neutral,0.01919245533645153,0.010259044356644154,0.9705485105514526,PLX faces downward pressure from foreign investors selling amid Energy sector we...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,PNJ,PNJ_ART_000,-0.8509564995765686,Negative,0.07049138098955154,0.9214478731155396,0.008060721680521965,PNJ enters collaboration with international partner to expand Retail services in...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,PNJ,PNJ_ART_001,-0.9309689998626709,Negative,0.023878803476691246,0.9548478126525879,0.0212734155356884,"Phu Nhuan Jewelry (PNJ) reports Q2 2026 net profit of 2 trillion VND, up 13% yea...",finbert_v1.0,2026-06-27 12:15:31
2026-06-17,PNJ,PNJ_ART_002,0.008966470137238503,Neutral,0.019578350707888603,0.0106118805706501,0.9698097705841064,PNJ faces downward pressure from foreign investors selling amid Retail sector we...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,PNJ,PNJ_ART_003,-0.42914503812789917,Negative,0.2821395993232727,0.7112846374511719,0.006575726438313723,PNJ invests 1353 billion VND in new technology platform to digitize customer ser...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,SAB,SAB_ART_000,-0.0303347110748291,Neutral,0.021995719522237778,0.05233043059706688,0.9256738424301147,SAB stock declines 1.5 on profit taking after strong Q1 performance...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,SAB,SAB_ART_001,-0.92765212059021,Negative,0.02471497282385826,0.9523670673370361,0.022917935624718666,"SAB announces robust Q2 results with net interest income growing 24% YoY, driven...",finbert_v1.0,2026-06-27 12:15:31
2026-06-17,SAB,SAB_ART_002,0.6413351893424988,Positive,0.8148162961006165,0.17348112165927887,0.01170253288000822,"Sabeco Board approves cash dividend of 2816 VND per share for 2026, payable in S...",finbert_v1.0,2026-06-27 12:15:31
2026-06-17,STB,STB_ART_000,-0.013175702653825283,Neutral,0.009461247362196445,0.02263695001602173,0.9679017663002014,Sacombank faces margin compression as operating costs rise faster than revenue i...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,STB,STB_ART_001,0.016021613031625748,Neutral,0.026229824870824814,0.010208211839199066,0.96356201171875,Sacombank downgraded to 'Hold' by securities firm citing rising bad debt concern...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,STB,STB_ART_002,-0.8202077746391296,Negative,0.06414894759654999,0.8843567371368408,0.05149436742067337,STB stock gains 1.9% as Banking sector leads market rally...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,TCB,TCB_ART_000,-0.9291639924049377,Negative,0.024020329117774963,0.9531843066215515,0.022795364260673523,"TCB announces robust Q2 results with net interest income growing 28% YoY, driven...",finbert_v1.0,2026-06-27 12:15:31
2026-06-17,TCB,TCB_ART_001,-0.016267506405711174,Neutral,0.009049126878380775,0.02531663328409195,0.965634286403656,Techcombank faces margin compression as operating costs rise faster than revenue...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,TCB,TCB_ART_002,-0.8248375058174133,Negative,0.06466555595397949,0.8895030617713928,0.04583142325282097,TCB stock gains 3.3% as Banking sector leads market rally...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,VCB,VCB_ART_000,-0.9282194972038269,Negative,0.024670708924531937,0.9528902173042297,0.02243913896381855,"VCB announces robust Q2 results with net interest income growing 23% YoY, driven...",finbert_v1.0,2026-06-27 12:15:31
2026-06-17,VCB,VCB_ART_001,0.010029111057519913,Neutral,0.019978119060397148,0.009949008002877235,0.970072865486145,VCB faces downward pressure from foreign investors selling amid Banking sector w...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,VCB,VCB_ART_002,-0.9175337553024292,Negative,0.03289233148097992,0.9504261016845703,0.016681578010320663,"Vietcombank receives 'Buy' recommendation from leading brokerage, target price r...",finbert_v1.0,2026-06-27 12:15:31
2026-06-17,VCB,VCB_ART_003,-0.9195377230644226,Negative,0.03008921444416046,0.9496269226074219,0.020283788442611694,"Vietcombank surges to 3554 new accounts in Q2, exceeding customer acquisition ta...",finbert_v1.0,2026-06-27 12:15:31
2026-06-17,VHM,VHM_ART_000,-0.029885470867156982,Neutral,0.009513158351182938,0.03939862921833992,0.9510882496833801,Vinhomes faces margin compression as operating costs rise faster than revenue in...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,VHM,VHM_ART_001,-0.9218170046806335,Negative,0.028751516714692116,0.9505684971809387,0.020680097863078117,"Vinhomes surges to 4486 new accounts in Q2, exceeding customer acquisition targe...",finbert_v1.0,2026-06-27 12:15:31
2026-06-17,VHM,VHM_ART_002,0.011207968927919865,Neutral,0.0226255115121603,0.011417542584240437,0.96595698595047,Vinhomes downgraded to 'Hold' by securities firm citing rising bad debt concerns...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,VIC,VIC_ART_000,0.011136312037706375,Neutral,0.021022558212280273,0.009886246174573898,0.9690911173820496,VIC faces downward pressure from foreign investors selling amid Conglomerate sec...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,VIC,VIC_ART_001,-0.7098004817962646,Negative,0.14184078574180603,0.8516412973403931,0.006517876870930195,VIC enters collaboration with international partner to expand Conglomerate servi...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,VIC,VIC_ART_002,0.7942247986793518,Positive,0.8904377818107605,0.09621300548315048,0.013349141925573349,"Vingroup Board approves cash dividend of 2025 VND per share for 2026, payable in...",finbert_v1.0,2026-06-27 12:15:31
2026-06-17,VIC,VIC_ART_003,-0.9246698617935181,Negative,0.028769882395863533,0.9534397721290588,0.01779034174978733,"Vingroup opens new branch network in 3 provinces across Vietnam, strengthening r...",finbert_v1.0,2026-06-27 12:15:31
2026-06-17,VNM,VNM_ART_000,-0.8515622019767761,Negative,0.07007842510938644,0.9216406345367432,0.008281008340418339,VNM enters collaboration with international partner to expand Consumer Goods ser...,finbert_v1.0,2026-06-27 12:15:31
2026-06-17,VNM,VNM_ART_001,-0.9120933413505554,Negative,0.0356258861720562,0.9477192163467407,0.0166548453271389,"Vinamilk receives 'Buy' recommendation from leading brokerage, target price rais...",finbert_v1.0,2026-06-27 12:15:31
2026-06-17,VNM,VNM_ART_002,-0.36429014801979065,Negative,0.31447383761405945,0.6787639856338501,0.006762112490832806,VNM invests 1544 billion VND in new technology platform to digitize customer ser...,finbert_v1.0,2026-06-27 12:15:32
2026-06-17,VPB,VPB_ART_000,-0.9103441834449768,Negative,0.03618304803967476,0.9465272426605225,0.01728968881070614,Vietnam Prosperity Bank signs strategic partnership with leading Banking firm to...,finbert_v1.0,2026-06-27 12:15:32
