date,ticker,article_id,sentiment_score,sentiment_label,positive_score,negative_score,neutral_score,news_preview,model_version,processed_at
2026-06-22,ACB,ACB_ART_000,-0.9171202182769775,Negative,0.029889991506934166,0.9470102190971375,0.023099854588508606,"Asia Commercial Bank surges to 4283 new accounts in Q2, exceeding customer acqui...",finbert_v1.0,2026-06-27 12:15:34
2026-06-22,ACB,ACB_ART_001,-0.8985947370529175,Negative,0.03648168966174126,0.9350764155387878,0.028441842645406723,ACB experiences increased competition from foreign banks entering Vietnamese Ban...,finbert_v1.0,2026-06-27 12:15:34
2026-06-22,ACB,ACB_ART_002,-0.9284313321113586,Negative,0.024335280060768127,0.9527665972709656,0.02289808914065361,"ACB announces robust Q2 results with net interest income growing 28% YoY, driven...",finbert_v1.0,2026-06-27 12:15:34
2026-06-22,ACB,ACB_ART_003,-0.915816068649292,Negative,0.032671790570020676,0.9484878778457642,0.018840229138731956,"Asia Commercial Bank receives 'Buy' recommendation from leading brokerage, targe...",finbert_v1.0,2026-06-27 12:15:34
2026-06-22,ACB,ACB_ART_004,-0.07686403393745422,Negative,0.4102993309497833,0.48716336488723755,0.1025373786687851,ACB announces interim dividend of 1865 VND per share with record payout ratio...,finbert_v1.0,2026-06-27 12:15:34
2026-06-22,BID,BID_ART_000,-0.9288731813430786,Negative,0.024581406265497208,0.9534546136856079,0.02196400985121727,"BID announces robust Q2 results with net interest income growing 15% YoY, driven...",finbert_v1.0,2026-06-27 12:15:34
2026-06-22,BID,BID_ART_001,-0.7943752408027649,Negative,0.09916577488183975,0.8935410380363464,0.007293202914297581,BID enters collaboration with international partner to expand Banking services i...,finbert_v1.0,2026-06-27 12:15:34
2026-06-22,BID,BID_ART_002,-0.6871306896209717,Negative,0.1149819865822792,0.8021126985549927,0.08290527015924454,BID stock gains 2.9% as Banking sector leads market rally...,finbert_v1.0,2026-06-27 12:15:34
2026-06-22,BID,BID_ART_003,-0.912534773349762,Negative,0.02934424951672554,0.9418790340423584,0.02877676859498024,BID experiences increased competition from foreign banks entering Vietnamese Ban...,finbert_v1.0,2026-06-27 12:15:34
2026-06-22,BID,BID_ART_004,-0.0139956995844841,Neutral,0.008779209107160568,0.02277490869164467,0.9684458374977112,Investment & Development Bank faces margin compression as operating costs rise f...,finbert_v1.0,2026-06-27 12:15:34
