date,ticker,article_id,sentiment_score,sentiment_label,positive_score,negative_score,neutral_score,news_preview,model_version,processed_at
2026-06-23,ACB,ACB_ART_000,-0.9286475777626038,Negative,0.024237189441919327,0.9528847932815552,0.022878078743815422,"ACB announces robust Q2 results with net interest income growing 17% YoY, driven...",finbert_v1.0,2026-06-27 12:15:35
2026-06-23,ACB,ACB_ART_001,-0.03429947420954704,Neutral,0.02006988599896431,0.05436936020851135,0.9255607724189758,ACB stock declines 2.1 on profit taking after strong Q1 performance...,finbert_v1.0,2026-06-27 12:15:35
2026-06-23,ACB,ACB_ART_002,-0.8985947370529175,Negative,0.03648168966174126,0.9350764155387878,0.028441842645406723,ACB experiences increased competition from foreign banks entering Vietnamese Ban...,finbert_v1.0,2026-06-27 12:15:35
2026-06-23,BID,BID_ART_000,-0.9208568930625916,Negative,0.02516355738043785,0.9460204243659973,0.028815982863307,BID upgraded to 'Outperform' by investment bank citing strong fundamentals and g...,finbert_v1.0,2026-06-27 12:15:35
2026-06-23,BID,BID_ART_001,-0.0139956995844841,Neutral,0.008779209107160568,0.02277490869164467,0.9684458374977112,Investment & Development Bank faces margin compression as operating costs rise f...,finbert_v1.0,2026-06-27 12:15:35
2026-06-23,BID,BID_ART_002,-0.9216125011444092,Negative,0.0302126407623291,0.9518251419067383,0.01796213537454605,Investment & Development Bank opens new branch network in 6 provinces across Vie...,finbert_v1.0,2026-06-27 12:15:35
2026-06-23,HDB,HDB_ART_000,-0.3272334635257721,Negative,0.31314095854759216,0.6403744220733643,0.04648458957672119,HDB announces interim dividend of 2223 VND per share with record payout ratio...,finbert_v1.0,2026-06-27 12:15:35
2026-06-23,HDB,HDB_ART_001,-0.9191502332687378,Negative,0.028207680210471153,0.9473578929901123,0.024434415623545647,"Housing Development Bank surges to 2607 new accounts in Q2, exceeding customer a...",finbert_v1.0,2026-06-27 12:15:35
2026-06-23,HDB,HDB_ART_002,0.012976649217307568,Neutral,0.023910468444228172,0.010933819226920605,0.9651556611061096,Housing Development Bank downgraded to 'Hold' by securities firm citing rising b...,finbert_v1.0,2026-06-27 12:15:35
2026-06-23,HDB,HDB_ART_003,0.01782640814781189,Neutral,0.027987968176603317,0.010161559097468853,0.9618505239486694,"Housing Development Bank faces regulatory scrutiny over compliance requirements,...",finbert_v1.0,2026-06-27 12:15:35
2026-06-23,MBB,MBB_ART_000,-0.9320296049118042,Negative,0.02340885065495968,0.9554384350776672,0.02115275338292122,Military Commercial Joint Stock Bank (MBB) reports Q2 2026 net profit of 4 trill...,finbert_v1.0,2026-06-27 12:15:35
2026-06-23,MBB,MBB_ART_001,0.014890342019498348,Neutral,0.02512345090508461,0.010233108885586262,0.9646434783935547,Military Commercial Joint Stock Bank downgraded to 'Hold' by securities firm cit...,finbert_v1.0,2026-06-27 12:15:35
2026-06-23,MBB,MBB_ART_002,-0.8643386363983154,Negative,0.04828226566314697,0.9126209020614624,0.03909679874777794,MBB stock gains 2.5% as Banking sector leads market rally...,finbert_v1.0,2026-06-27 12:15:35
2026-06-23,MSN,MSN_ART_000,0.015896055847406387,Neutral,0.02669318951666355,0.010797133669257164,0.9625096917152405,"Masan Group faces regulatory scrutiny over compliance requirements, may incur ad...",finbert_v1.0,2026-06-27 12:15:35
2026-06-23,MSN,MSN_ART_001,-0.921611487865448,Negative,0.02793840691447258,0.9495499134063721,0.02251167967915535,"Masan Group surges to 4064 new accounts in Q2, exceeding customer acquisition ta...",finbert_v1.0,2026-06-27 12:15:35
2026-06-23,MSN,MSN_ART_002,-0.0034795692190527916,Neutral,0.013725356198847294,0.017204925417900085,0.9690696597099304,"MSN warns of rising credit costs and narrowing net interest margin in H1 2026, c...",finbert_v1.0,2026-06-27 12:15:35
2026-06-23,PGV,PGV_ART_000,0.013014722615480423,Neutral,0.0240691639482975,0.011054441332817078,0.9648763537406921,Petrovietnam Gas downgraded to 'Hold' by securities firm citing rising bad debt ...,finbert_v1.0,2026-06-27 12:15:35
2026-06-23,PGV,PGV_ART_001,-0.9270846247673035,Negative,0.024412624537944794,0.9514972567558289,0.024090131744742393,PGV upgraded to 'Outperform' by investment bank citing strong fundamentals and g...,finbert_v1.0,2026-06-27 12:15:35
2026-06-23,PGV,PGV_ART_002,-0.9234114289283752,Negative,0.029174402356147766,0.9525858163833618,0.01823972351849079,"Petrovietnam Gas opens new branch network in 6 provinces across Vietnam, strengt...",finbert_v1.0,2026-06-27 12:15:35
2026-06-23,PLX,PLX_ART_000,-0.8553220629692078,Negative,0.05556685850024223,0.9108889102935791,0.033544257283210754,PLX stock gains 3.1% as Energy sector leads market rally...,finbert_v1.0,2026-06-27 12:15:36
2026-06-23,PLX,PLX_ART_001,0.015960630029439926,Neutral,0.025921063497662544,0.009960433468222618,0.964118480682373,Petrovietnam Power downgraded to 'Hold' by securities firm citing rising bad deb...,finbert_v1.0,2026-06-27 12:15:36
2026-06-23,PLX,PLX_ART_002,-0.2999633550643921,Negative,0.346441388130188,0.6464047431945801,0.007153887767344713,PLX invests 840 billion VND in new technology platform to digitize customer serv...,finbert_v1.0,2026-06-27 12:15:36
2026-06-23,PLX,PLX_ART_003,-0.9255769848823547,Negative,0.024673623964190483,0.9502506256103516,0.02507580816745758,PLX upgraded to 'Outperform' by investment bank citing strong fundamentals and g...,finbert_v1.0,2026-06-27 12:15:36
2026-06-23,PLX,PLX_ART_004,-0.37853196263313293,Negative,0.27770665287971497,0.6562386155128479,0.06605467200279236,PLX announces interim dividend of 1050 VND per share with record payout ratio...,finbert_v1.0,2026-06-27 12:15:36
2026-06-23,PNJ,PNJ_ART_000,-0.9312883019447327,Negative,0.02372293546795845,0.955011248588562,0.021265758201479912,"Phu Nhuan Jewelry (PNJ) reports Q2 2026 net profit of 4 trillion VND, up 21% yea...",finbert_v1.0,2026-06-27 12:15:36
2026-06-23,PNJ,PNJ_ART_001,-0.4336378276348114,Negative,0.21835318207740784,0.6519910097122192,0.12965579330921173,PNJ announces interim dividend of 2726 VND per share with record payout ratio...,finbert_v1.0,2026-06-27 12:15:36
2026-06-23,PNJ,PNJ_ART_002,-0.8332232236862183,Negative,0.05613702908158302,0.889360249042511,0.05450265109539032,PNJ stock gains 2.6% as Retail sector leads market rally...,finbert_v1.0,2026-06-27 12:15:36
2026-06-23,PNJ,PNJ_ART_003,-0.9144569635391235,Negative,0.03547033667564392,0.9499273300170898,0.014602359384298325,Phu Nhuan Jewelry signs strategic partnership with leading Retail firm to enhanc...,finbert_v1.0,2026-06-27 12:15:36
