date,ticker,num_articles,avg_sentiment_score,avg_positive_score,avg_negative_score,avg_neutral_score,sentiment_std,min_sentiment,max_sentiment
2026-06-15,MBB,5,-0.5580314099788666,0.0258198082447052,0.5838512249290944,0.39032899476587773,0.4966551556448441,-0.928657054901123,0.009876977652311325
2026-06-16,MBB,5,-0.05965002104640007,0.07990700416266919,0.13955702502280473,0.7805360034108162,0.12888611798881383,-0.2875843048095703,0.017363600432872772
2026-06-17,MBB,3,-0.299872200936079,0.025467997416853905,0.3253402067348361,0.6491918191313744,0.5306042056680615,-0.9124305248260498,0.017363600432872772
2026-06-18,MBB,5,-0.42481915429234507,0.0863576889038086,0.5111768491566181,0.4024654716253281,0.46494783505323545,-0.932267963886261,0.009876977652311325
2026-06-19,MBB,4,-0.44558535423129797,0.028039606055244803,0.47362495120614767,0.4983354350551963,0.511443197298068,-0.9116165637969971,0.009876977652311325
2026-06-22,MBB,3,-0.42073572302858037,0.12300855914751689,0.5437442859013876,0.3332471656613052,0.47397866411749395,-0.9285917282104492,0.009876977652311325
2026-06-23,MBB,3,-0.5938259664302071,0.03227152240773042,0.6260974820082387,0.3416310101747513,0.5282491598990492,-0.9320296049118042,0.014890342019498348
2026-06-24,MBB,4,-0.4586184418294579,0.024940310278907418,0.48355875187553465,0.4915009355172515,0.5290770267622615,-0.9205427169799805,0.014890342019498348
2026-06-25,MBB,5,-0.2762542195618153,0.16337959356606008,0.4396338136866689,0.39698661379516126,0.6065892357096645,-0.9133362770080566,0.4316817820072174
2026-06-26,MBB,3,-0.14340764905015627,0.2583108867208163,0.40171852707862854,0.33997056633234024,0.6584341784170619,-0.8649634718894958,0.4248635470867157
2026-06-29,MBB,5,-0.546763526648283,0.025264924205839635,0.5720284514129161,0.40270659849047663,0.49660147432657176,-0.9264882206916809,0.009876977652311325
2026-06-30,MBB,5,-0.6213703967630864,0.08162175640463828,0.7029921613633633,0.21538605056703092,0.4004543204483548,-0.9110795259475708,-0.040948111563920975
