date,ticker,article_id,sentiment_score,sentiment_label,positive_score,negative_score,neutral_score,news_preview,news_source,url,is_real,model_version,processed_at
2026-06-26,ACB,ACB_ART_001,0.7564335465431213,Positive,0.8610042929649353,0.10457073152065277,0.034425038844347,"Khối ngoại mua ròng ACB trong phiên hôm nay, dòng tiền ngoại tập trung vào cổ ph...",Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:04
2026-06-26,ACB,ACB_ART_000,0.821941077709198,Positive,0.902911365032196,0.08097027987241745,0.016118422150611877,"ACB là một trong các cổ phiếu vốn hóa lớn giúp đỡ thị trường, cùng với STB, SSB,...",Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:04
2026-06-26,FPT,FPT_ART_000,0.8078590631484985,Positive,0.8943327069282532,0.08647366613149643,0.019193630665540695,"FPT gây áp lực lên chỉ số cùng các mã HDB, FRT, PNJ, DGC trong phiên giao dịch 2...",Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:05
2026-06-26,HDB,HDB_ART_000,0.5984727144241333,Positive,0.7901538014411926,0.19168107211589813,0.018165115267038345,"HDB là cổ phiếu gây áp lực lên chỉ số cùng các mã FRT, FPT, PNJ, DGC trong phiên...",Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:04
2026-06-26,HDB,HDB_ART_001,0.8334705233573914,Positive,0.8882530927658081,0.05478255823254585,0.05696433410048485,HDB là cổ phiếu bị khối ngoại bán ròng mạnh nhất trong phiên hôm nay...,Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:04
2026-06-26,HPG,HPG_ART_000,0.842968225479126,Positive,0.9120871424674988,0.06911889463663101,0.018793897703289986,"HPG cùng các cổ phiếu vốn hóa lớn STB, SSB, MWG, ACB, VCB, NLG giúp đỡ thị trườn...",Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:05
2026-06-26,LPB,LPB_ART_000,0.7690406441688538,Positive,0.872979998588562,0.10393936932086945,0.02308068610727787,"LPBank (LPB) là cổ phiếu tác động tiêu cực mạnh nhất khi lấy đi khoảng 4,5 điểm ...",Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:05
2026-06-26,MBB,MBB_ART_000,0.8120508790016174,Positive,0.8975343108177185,0.08548342436552048,0.01698223128914833,"MBB bị khối ngoại bán ra trong phiên 26/6, áp lực bán ghi nhận tại VNM, FRT, MBB...",Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:04
2026-06-26,MSN,MSN_ART_000,0.803437352180481,Positive,0.8928267359733582,0.0893893614411354,0.017783889546990395,"MSN bị khối ngoại bán ròng trong phiên 26/6, áp lực bán ghi nhận tại VNM, FRT, M...",Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:05
2026-06-26,NLG,NLG_ART_000,0.7741646766662598,Positive,0.8574405312538147,0.08327588438987732,0.05928356945514679,NLG giúp đỡ thị trường trong phiên 26/6 cùng các cổ phiếu vốn hóa lớn khác...,Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:05
